inst_name,plz,ror_id,dfg_inst_id,federal_state
Deutsche Gesellschaft für Auswärtige Politik (DGAP) e.V.,10787,049xxah85,13112,Berlin
Hochschule für Kirchenmusik der Diözese Rottenburg-Stuttgart,72108,,13113,Baden-Württemberg
Kriminologisches Forschungsinstitut Niedersachsen e.V. (KFN),30161,04kthgc59,13115,Niedersachsen
Stiftung Wissenschaft und Politik (SWP),10719,05frkc804,13117,Berlin
Deutsches Institut für Kautschuktechnologie e.V.,30519,02jy2nq64,13119,Niedersachsen
Institut für Internationale Kommunikation und Auswärtige Kulturarbeit e.V. (IIK Bayreuth),95444,,13181,Bayern
Museum für Naturkunde - Leibniz-Institut für Evolutions- und Biodiversitätsforschung (MfN),10115,052d1a351,13232,Berlin
Institut für Bahntechnik GmbH,10587,03gvee390,13237,Berlin
Laborschule des Landes Nordrhein-Westfalen an der Universität Bielefeld,33615,,13289,Nordrhein-Westfalen
"Institut für Wohnungswesen, Immobilienwirtschaft,   Stadt- und Regionalentwicklung GmbH (InWIS)",44795,05yanja12,13335,Nordrhein-Westfalen
Institut für Unterirdische Infrastruktur gGmbH (IKT),45886,,13337,Nordrhein-Westfalen
Forschungsstelle Osteuropa an der Universität Bremen,28359,,13402,Bremen
IWW Rheinisch-Westfälisches Institut für Wasserforschung gemeinnützige GmbH,45476,02wfk0r79,13507,Nordrhein-Westfalen
"Institut für Umwelt und Energie, Technik und Analytik e.V. (IUTA)",47229,04hbw4m86,13522,Nordrhein-Westfalen
Salomon Ludwig Steinheim-Institut für deutsch-jüdische Geschichte e.V.,45127,01btqj997,13523,Nordrhein-Westfalen
Deutsches Diabetes-Zentrum (DDZ),40225,04ews3245,13530,Nordrhein-Westfalen
Stiftung Zentrum für Türkeistudien und Integrationsforschung (ZfTI),45127,,13580,Nordrhein-Westfalen
Institut für schleswig-holsteinische Zeit- und Regionalgeschichte (IZRG) an der Universität Flensburg,24837,,13598,Schleswig-Holstein
Institut für ländliche Strukturforschung (IfLS) an der Johann Wolfgang Goethe-Universität Frankfurt am Main,60486,,13609,Hessen
Institut für Wissenschaftliche Irenik an der Johann Wolfgang Goethe-Universität Frankfurt am Main,60323,,13610,Hessen
Gesellschaft für Kapitalmarktforschung e.V.,60323,,13630,Hessen
FILK Freiberg Institute gGmbH,09599,033ynyj02,13641,Sachsen
Institut für Sicherheitstechnik GmbH an der Technischen Universität Bergakademie Freiberg (IBExU),09599,,13645,Sachsen
Institut für ländliches Genossenschaftswesen an der Justus-Liebig-Universität Gießen,35390,,13672,Hessen
ifh Göttingen - Volkswirtschaftliches Institut für Mittelstand und Handwerk an der Universität Göttingen e.V.,37073,031q2en94,13709,Niedersachsen
Institut für Regionalforschung e.V.  an der Georg-August-Universität Göttingen,37073,,13710,Niedersachsen
Institut für Polymerwerkstoffe e.V.,06217,024e1fw78,13729,Sachsen-Anhalt
Institut für Unternehmensforschung und Unternehmensführung an der Martin-Luther-Universität Halle-Wittenberg e.V.,06108,,13732,Sachsen-Anhalt
Zentrum für Sozialforschung Halle e.V. an der Martin-Luther-Universität Halle-Wittenberg,06108,,13736,Sachsen-Anhalt
Institut für Hochschulforschung Wittenberg (HoF) e.V. an der Martin-Luther-Universität Halle-Wittenberg,06886,05gttbr75,13737,Sachsen-Anhalt
Europa-Kolleg Hamburg - Institute for European Integration,22607,,13773,Hamburg
Heinz-Piest-Institut für Handwerkstechnik an der Leibniz Universität Hannover,30167,,13821,Niedersachsen
Institut für Entwicklungsplanung und Strukturforschung GmbH an der Universität Hannover (IES),30161,,13822,Niedersachsen
Technische Informationsbibliothek (TIB),30167,04aj4c181,13824,Niedersachsen
Fraunhofer-Institut für Energiewirtschaft und Energiesystemtechnik (IEE),34119,05ptp9d64,13974,Hessen
Lorenz-von-Stein-Institut für Verwaltungswissenschaften  an der Christian-Albrechts-Universität zu Kiel,24118,,14012,Schleswig-Holstein
Energiewirtschaftliches Institut an der Universität zu Köln,50937,03jtvc520,14021,Nordrhein-Westfalen
Forschungsinstitut für Berufsbildung im Handwerk an der Universität zu Köln (FBH),50931,,14022,Nordrhein-Westfalen
Institut für Wohnungsrecht und Wohnungswirtschaft an der Universität zu Köln (INWO),50931,,14026,Nordrhein-Westfalen
Forschungsinstitut für Leasing an der Universität zu Köln,50931,,14037,Nordrhein-Westfalen
Institut für Bankwirtschaft und Bankrecht,50923,,14038,Nordrhein-Westfalen
Institut und Seminar für Verkehrswissenschaft an der Universität zu Köln,50937,,14039,Nordrhein-Westfalen
Institut für Neurosimulation und Bildtechnologien AG (INB Vision AG),39118,,14102,Sachsen-Anhalt
"Institut für deutsches und internationales Recht des Spar-, Giro- und Kreditwesens  an der Johannes Gutenberg-Universität Mainz",55122,,14130,Rheinland-Pfalz
Institut für Genossenschaftswesen an der Philipps-Universität Marburg,35037,,14177,Hessen
Zentralinstitut für Raumplanung an der Universität Münster,48143,,14283,Nordrhein-Westfalen
Freiherr-vom-Stein-Institut,48143,,14284,Nordrhein-Westfalen
Institut für Vergleichende Städtegeschichte an der Universität Münster (IStG),48143,,14285,Nordrhein-Westfalen
Zentrum für Konfliktmanagement und -forschung (MEDIATOR GmbH),26135,,14350,Niedersachsen
Cooperative Computing & Communication Laboratory (C-LAB),33102,,14390,Nordrhein-Westfalen
Institut für Bankrecht und Bankwirtschaft an der Universität Rostock e.V.,18109,,14455,Mecklenburg-Vorpommern
Deutsches Forschungsinstitut für öffentliche Verwaltung Speyer (FÖV),67346,01r70sq06,14502,Rheinland-Pfalz
Institut für Cusanus-Forschung,54290,,14525,Rheinland-Pfalz
Emil-Frank-Institut an der Universität Trier und an der Theologischen Fakultät Trier,54516,,14550,Rheinland-Pfalz
NMI Naturwissenschaftliches und Medizinisches Institut an der Universität Tübingen,72770,,14552,Baden-Württemberg
Forschungsinstitut für Anwendungsorientierte Wissensverarbeitung (FAW),89081,04s7shc55,14572,Baden-Württemberg
Institut für Medienforschung und Medienentwicklung in Verbindung mit der Universität Ulm gGmbH (IMM),89081,,14581,Baden-Württemberg
Institut für rehabilitationsmedizinische Forschung an der Universität Ulm,88422,,14582,Baden-Württemberg
Institut für Diabetes-Technologie Forschungs- und Entwicklungsgesellschaft mbH an der Universität Ulm (IDT),89081,,14584,Baden-Württemberg
"Institut für Arbeitsmedizin, Sicherheitstechnik und Ergonomie e.V. (ASER)",42329,0352fvv75,14610,Nordrhein-Westfalen
ZBW - Leibniz-Informationszentrum Wirtschaft,24105,03a96gc12,17916,Schleswig-Holstein
Institut für Versicherungswissenschaft,50937,,18086,Nordrhein-Westfalen
Liturgiewissenschaftliches Institut der Vereinigten Evangelisch-Lutherischen Kirche Deutschlands bei der Theologischen Fakultät der Universität Leipzig,04109,,18150,Sachsen
Institut für Anwaltsrecht  an der Ludwig-Maximilians-Universität München,80539,,18889,Bayern
Forschungszentrum Technikrecht e.V.,10099,,20181,Berlin
Institut Kirche und Judentum,10178,,20212,Berlin
Sächsisches Institut für Angewandte Biotechnologie e.V.,04318,04904ph59,20388,Sachsen
Geowissenschaftliches Gemeinschaftsobservatorium Schiltach (BFO),77709,,22596,Baden-Württemberg
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),53113,029s44460,23956,Nordrhein-Westfalen
Bundesamt für Seeschifffahrt und Hydrographie (BSH),20359,03ycvrj88,24105,Hamburg
Hamburger Informatik Technologie Center e.V.,22527,,24113,Hamburg
Forschungsstelle Rutschungen e.V.,55122,,24287,Rheinland-Pfalz
Institut für deutsches und internationales Baurecht e.V. an der Humboldt-Universität zu Berlin,10117,,24332,Berlin
Institut für Energie- und Wettbewerbsrecht in der kommunalen Wirtschaft e.V. - EweRK,10117,,24333,Berlin
artop GmbH - Institut an der Humboldt-Universität Berlin,10405,,24717,Berlin
Forschungsinstitut für Wasser- und Abfallwirtschaft an der RWTH Aachen e.V. (FiW),52072,,24754,Nordrhein-Westfalen
Fraunhofer-Institut für Integrierte Systeme und Bauelementetechnologie (IISB),91058,04q5rka56,25119,Bayern
Heidelberger Institut für Internationale Konfliktforschung e.V (HIIK) am Institut für Politische Wissenschaft der Universität Heidelberg,69117,,25135,Baden-Württemberg
Institut für Fremdsprachen und Auslandskunde bei der Universität Erlangen-Nürnberg,91054,,25275,Bayern
Forschungsinstitut für Genossenschaftswesen an der Universität Erlangen-Nürnberg,90402,,25276,Bayern
"Institut für Präventive Medizin der Nieren-, Hochdruck- und Herzerkrankungen (IPM)  an der Universität Erlangen-Nürnberg",90471,,25281,Bayern
Institut für empirische Soziologie (IfeS) an der Friedrich-Alexander-Universität Erlangen-Nürnberg,90402,,25283,Bayern
Institut für Donauschwäbische Geschichte und Landeskunde (IDGL),72074,,25315,Baden-Württemberg
Institut für Rechtspolitik (IRP) an der Universität Trier,54296,,25522,Rheinland-Pfalz
Institut für Finanz- und Aktuarwissenschaften (ifa),89081,,25622,Baden-Württemberg
Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa (BKGE),26127,,25626,Niedersachsen
Hörzentrum Oldenburg gGmbH,26129,,25630,Niedersachsen
LTP (Laboratory for Thermophysical Properties) GmbH at the University of Oldenburg,26129,,25634,Niedersachsen
Wolfgang Schulenberg-Institut für Bildungsforschung und Erwachsenenbildung (ibe),26129,,25639,Niedersachsen
Fraunhofer-Institut für Digitale Medientechnologie (IDMT),98693,04gp0yb49,25935,Thüringen
Schloss Dagstuhl - Leibniz-Zentrum für Informatik (LZI),66687,00k4h2615,26040,Saarland
Steinbeis-Transferzentrum Qualitätssicherung und Bildverarbeitung GmbH,98693,,26165,Thüringen
Rheinisches Institut für Umweltforschung an der Universität zu Köln,50931,02cd1dc23,26374,Nordrhein-Westfalen
Ehrenpreis-Institut für Swift-Studien,48143,,26499,Nordrhein-Westfalen
Neurolinguistisches Labor Freiburg,79098,,26564,Baden-Württemberg
TransMIT-Zentrum für Innovative Optik und Lasertechnologie,35037,,26567,Hessen
TransMIT - Zentrum für Biopharmazeutische Technologie,35037,,26568,Hessen
Zentrum Portugiesischsprachige Welt,50931,,26582,Nordrhein-Westfalen
Institut für Psychologische Psychotherapieausbildung (IPP),48143,,26646,Nordrhein-Westfalen
Einstein Forum Potsdam,14467,,26918,Brandenburg
Zentrum für Medienwissenschaften Köln,50937,,27004,Nordrhein-Westfalen
Hasso-Plattner-Institut für Digital Engineering,14482,058rn5r42,27088,Brandenburg
"Institut für angewandte Familien-, Kindheits- und Jugendforschung e.V. an der Universität Potsdam",14482,,27089,Brandenburg
Europäisches Institut für internationale Wirtschaftsbeziehungen (EIIW) e.V.,42119,,27090,Nordrhein-Westfalen
Akademie für  Psychotherapie und Interventionsforschung an der Universität Potsdam GmbH,14467,,27091,Brandenburg
Erich Pommer Institut gGmbH (EPI),14482,,27092,Brandenburg
Gesellschaft für wissenschaftliche Datenverarbeitung mbH Göttingen (GWDG),37077,00cd95c65,27102,Niedersachsen
Centrum für Europarecht an der Universität Passau (CEP),94032,,27117,Bayern
Frank-Loeb-Institut der RPTU (FLI),76829,,27281,Rheinland-Pfalz
Lehr- und Forschungsgut Ruthe,31157,,27324,Niedersachsen
Deutsches Wirtschaftswissenschaftliches Institut für Fremdenverkehr e.V. an der Universität München (dwif),80331,,27408,Bayern
Stephan Kuttner-Institute of Medieval Canon Law,80539,,27448,Bayern
Institut für Sicherheitspolitik an der Universität Kiel (ISPK),24105,,27497,Schleswig-Holstein
Forschungsstelle zur Rehabilitation von Menschen mit kommunikativer Behinderung an der Martin-Luther-Universität Halle-Wittenberg,06110,,27552,Sachsen-Anhalt
Institut für integrierte Produktion Hannover (IPH) gGmbH,30419,03w8k6t95,27646,Niedersachsen
Deutsch-Chinesisches Institut für Rechtswissenschaft,37073,,27789,Niedersachsen
Institut für Technik Intelligenter Systeme e.V. (ITIS),85579,,28010,Bayern
Institut für Angewandte Dermatopharmazie an der Martin-Luther-Universität Halle-Wittenberg e.V.,06120,,28147,Sachsen-Anhalt
Institut für deutsche Sprache und Kultur e.V.,06886,,28148,Sachsen-Anhalt
BioSolutions Halle GmbH - An-Institut des Biozentrums der Martin-Luther-Universität Halle-Wittenberg,06120,,28149,Sachsen-Anhalt
Fraunhofer-Institut für Offene Kommunikationssysteme (FOKUS),10589,00px80p03,28400,Berlin
Fraunhofer-Institut für Kognitive Systeme IKS,80686,02fez3815,28402,Bayern
Leibniz-Institut für innovative Mikroelektronik (IHP GmbH),15236,0489gab80,28459,Brandenburg
Deutsche Akademie der Naturforscher Leopoldina - Nationale Akademie der Wissenschaften,06108,03v0k6341,28491,Sachsen-Anhalt
Deutsches Institut für Medizinische Dokumentation und Information (DIMDI),50676,,28493,Nordrhein-Westfalen
Kunsthistorisches Institut in Florenz - Max-Planck-Institut,50121,02967z527,28504,
Institut für Biotechnologie und Wirkstoff-Forschung gGmbH (ibwf),55128,056m9zn95,28548,Rheinland-Pfalz
Institut für Oberflächen- und Schichtanalytik GmbH (IFOS),67663,,28552,Rheinland-Pfalz
Institut für Arbeitsschutz der Deutschen Gesetzlichen Unfallversicherung (IFA),53757,0454e9996,28642,Nordrhein-Westfalen
Prüf- und Entwicklungsinstitut für Abwassertechnik an der RWTH Aachen e.V.,52074,,28683,Nordrhein-Westfalen
Institut für Theologie und Frieden,20459,,28720,Hamburg
Internationales Centrum für Franchising und Cooperation (F&C),48149,,28791,Nordrhein-Westfalen
Zentrum für Neurowissenschaftliche Innovation und Technologie (ZENIT) GmbH,39120,,28816,Sachsen-Anhalt
Institut für Konstruktion und Verbundbauweisen e.V.,04720,01s776747,28924,Sachsen
Stahlzentrum Freiberg e.V. an der TU Bergakademie Freiberg,09599,,28925,Sachsen
Ernst Schröder Zentrum für Begriffliche Wissensverarbeitung e.V. (ESZ),64289,,29022,Hessen
ibi research an der Universität Regensburg GmbH,93053,,29092,Bayern
Hanseatic Institute for Entrepreneurship and Regional Developement,18059,,29146,Mecklenburg-Vorpommern
Institut für Krebsepidemiologie e.V. an der Universität zu Lübeck (Krebsregister für Schleswig-Holstein),23562,,29153,Schleswig-Holstein
Zentrum für integrierte Verkehrssysteme GmbH (ZIV),64293,,29247,Hessen
Kompetenzzentrum Barrierefreiheit Volmarstein (KBV),58300,015x9tq79,29264,Nordrhein-Westfalen
Forschungsinstitut für Telekommunikation und Kooperation e.V. (FTK),44149,02wena850,29265,Nordrhein-Westfalen
Institut für Wirtschaftswissenschaftliche Forschung und Weiterbildung e.V. (IWW),58097,,29266,Nordrhein-Westfalen
Zentrum für angewandte Raumfahrttechnologie und Mikrogravitation der Universität Bremen (ZARM),28359,,29289,Bremen
Institut für Pflegewissenschaft an der Universität Bielefeld (IPW),33615,,29393,Nordrhein-Westfalen
Interdisziplinäres Centrum für Elektronenmikroskopie und Mikroanalyse (ICEM),48149,,29411,Nordrhein-Westfalen
Entwicklungszentrum für Schiffstechnik und Transportsysteme e.V. (DST),47057,0163bsq78,29453,Nordrhein-Westfalen
Institut für Qualitätssicherung von Stoffsystemen Freiberg e.V.,09599,00d22z552,29485,Sachsen
Fritz Bauer Institut,60323,,29488,Hessen
Gesellschaft für Akademische Studienvorbereitung und Testentwicklung e.V. (g.a.s.t.),44799,,29494,Nordrhein-Westfalen
Institut für Technische Biochemie e.V. an der Martin-Luther-Universität Halle-Wittenberg,06120,,29496,Sachsen-Anhalt
"Institut für Multimedia, Bildungstechnologien, Informationsmanagement und Telekooperation",31141,,29501,Niedersachsen
Institut für Technologie und Arbeit (ITA),67663,,29507,Rheinland-Pfalz
Stiftung Schleswig-Holsteinische Landesmuseen Schloss Gottorf,24837,043bgwc02,29512,Schleswig-Holstein
Institut für Bienenkunde,61440,,29513,Hessen
Hochschule Ansbach,91522,0167rnj42,29539,Bayern
IU Internationale Hochschule GmbH,99084,04fdat027,29540,Thüringen
Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern,95444,,29541,Bayern
Steinbeis-Hochschule,39104,03efsge90,29542,Sachsen-Anhalt
Fachhochschule des Mittelstands (FHM),33602,01f5b8367,29543,Nordrhein-Westfalen
Wilhelm Büchner Hochschule,64295,00vkbtf98,29544,Hessen
International School of Management (ISM),44227,03jab8886,29545,Nordrhein-Westfalen
Palucca Hochschule für Tanz Dresden,01277,01ptm9403,29546,Sachsen
Bucerius Law School - Hochschule für Rechtswissenschaft Hamburg,20355,05c11k793,29547,Hamburg
HFH - Hamburger Fern-Hochschule gGmbH,22081,04580fn28,29548,Hamburg
Allensbach Hochschule,78467,00x67g916,29552,Baden-Württemberg
Munich Business School GmbH,80687,00jw3g525,29554,Bayern
Hochschule für Angewandte Wissenschaften Neu-Ulm,89231,03ggzay52,29555,Bayern
Hochschule Nordhausen,99734,04nbz6d36,29556,Thüringen
DIPLOMA Hochschule,37242,051rc7j94,29557,Hessen
Hochschule für Musik Nürnberg,90489,05b7xvc63,29558,Bayern
SRH Fernhochschule Riedlingen,88499,05ygfpx91,29561,Baden-Württemberg
Hochschule für Kirchenmusik der Evangelischen Landeskirche in Württemberg,72074,,29563,Baden-Württemberg
Private Hochschule für Wirtschaft und Technik gGmbH,49377,,29564,Niedersachsen
Forschungsstelle Deutsch-Jüdische Zeitgeschichte e.V.,85579,,29565,Bayern
Historisches Kolleg,80539,,29566,Bayern
Japanisch-Deutsches Zentrum Berlin,14195,,29568,Berlin
Institut für Zukunftsstudien und Technologiebewertung (IZT),14129,02zvtbe65,29569,Berlin
ATB Institut für angewandte Systemtechnik Bremen GmbH,28359,01vg8sr12,29570,Bremen
Hanse-Wissenschaftskolleg,27753,05fj6by70,29571,Niedersachsen
Deutsches Polen-Institut Darmstadt e.V.,64287,,29573,Hessen
Institut für sozial-ökologische Forschung GmbH (ISOE),60486,035dq5k54,29575,Hessen
Institut für Steinkonservierung e.V.,55116,,29576,Rheinland-Pfalz
Institut für Solarenergieforschung GmbH (ISFH),31860,05r5a5c61,29577,Niedersachsen
Bonn International Centre for Conflict Studies (BICC) gGmbH,53121,010vbsn33,29578,Nordrhein-Westfalen
AMO GmbH  - Gesellschaft für Angewandte Mikro- und Optoelektronik mbH,52074,01sd0e661,29579,Nordrhein-Westfalen
Institut für qualifizierende Innovationsforschung und -beratung GmbH (IQIB),53474,,29583,Rheinland-Pfalz
Forschungsinstitut für anorganische Werkstoffe - Glas/Keramik - GmbH (FGK),56203,005zvr630,29584,Rheinland-Pfalz
Institut für ökologische Wirtschaftsforschung (IÖW),10785,02s88ax77,29740,Berlin
Institut Wohnen und Umwelt GmbH,64295,05bvps080,29741,Hessen
LEUCOREA - Stiftung des öffentlichen Rechts an der Martin-Luther-Universität Halle-Wittenberg,06886,,29742,Sachsen-Anhalt
Europäische Konferenz für Molekularbiologie (EMBC),69117,00666kk80,29841,Baden-Württemberg
Europäischer Transschall-Windkanal (ETW),51147,01m693m08,29842,Nordrhein-Westfalen
Institut für Energie- und Umwelttechnik Köthen e.V. An-Institut an der Hochschule Anhalt (FH),06366,,29870,Sachsen-Anhalt
Hochschule Koblenz,56075,04j351e79,29880,Rheinland-Pfalz
Robert-Schumann-Forschungsstelle,40217,,29884,Nordrhein-Westfalen
Institut für Grenzgebiete der Psychologie und Psychohygiene e.V. (IGPP),79098,03wrq5388,29899,Baden-Württemberg
Institut für ZukunftsEnergie- und Stoffstromsysteme (IZES) gGmbH,66115,026xpx458,29903,Saarland
Klassik Stiftung Weimar,99423,,29912,Thüringen
Max-Planck-Institut für molekulare Biomedizin,48149,040djv263,29923,Nordrhein-Westfalen
MPS - Münchner Projektgruppe für Sozialforschung e.V.,81671,,29927,Bayern
"Wuppertal Institut für Klima, Umwelt, Energie GmbH",42103,01spy4t79,29956,Nordrhein-Westfalen
Berlin School of Public Health an der Charité (BSPH),13347,,30055,Berlin
Grönemeyer Institut für MikroTherapie GbR,44799,01hpg6340,30290,Nordrhein-Westfalen
Deutsches Zentrum für Altersfragen (DZA),12101,00we5be91,30370,Berlin
Neurologisches Rehabilitationszentrum Leipzig (NRZ),04828,05ch34p88,30392,Sachsen
Institut für Diagnostik und Konservierung an Denkmalen in Sachsen und Sachsen-Anhalt e.V.,01067,058rtc669,30441,Sachsen
Forschungsinstitut für Philosophie,30169,00jjh0n63,30464,Niedersachsen
INNOVENT Technologieentwicklung Jena e.V.,07745,016tmz810,30527,Thüringen
Fraunhofer-Institut für Molekularbiologie und Angewandte Oekologie (IME),52074,03j85fc72,30554,Nordrhein-Westfalen
Bundesamt für Kartographie und Geodäsie (BKG),60598,01q6zce06,30783,Hessen
Zentrum für Kunst und Medien (ZKM),76135,058ddgs73,30800,Baden-Württemberg
Centre Marc Bloch - Deutsch-Französisches Forschungszentrum für Sozialwissenschaften e.V.,10117,043bqfp86,30808,Berlin
Leibniz-Institut für umweltmedizinische Forschung (IUF),40225,0163xqp73,30819,Nordrhein-Westfalen
Süddeutsches Kunststoff-Zentrum,97082,03n6dw312,812182,Bayern
ArcelorMittal Eisenhüttenstadt Forschungs- und Qualitätszentrum GmbH,15890,039ft6244,812208,Brandenburg
Zentralinstitut für Kunstgeschichte (ZI),80333,05sqrfr79,970759,Bayern
Bayerische Landesanstalt für Weinbau und Gartenbau (LWG),97209,035wevv89,970762,Bayern
WHU - Otto Beisheim School of Management,56179,01yhahq71,970772,Rheinland-Pfalz
Institut für Nanophotonik Göttingen e.V. (IFNANO),37077,00ecchs44,970776,Niedersachsen
Laser Zentrum Hannover e.V. (LZH),30419,01gkym270,970777,Niedersachsen
Institut für Mittelstandsforschung Bonn,53111,04c7t5k94,970780,Nordrhein-Westfalen
Institut für Zeitungsforschung der Stadt Dortmund,44137,,970781,Nordrhein-Westfalen
Deutsches Krankenhausinstitut e.V.,40549,057v40812,970782,Nordrhein-Westfalen
ZB MED - Informationszentrum Lebenswissenschaften,50931,0259fwx54,970784,Nordrhein-Westfalen
Hochschule Bonn-Rhein-Sieg,53757,04m2anh63,970790,Nordrhein-Westfalen
Corvey-Institut für Buch- und Bibliotheksgeschichte GmbH,37671,,970795,Nordrhein-Westfalen
Institut für Prävention und Arbeitsmedizin der Deutschen Gesetzlichen Unfallversicherung (IPA),44789,,970810,Nordrhein-Westfalen
Institut für Kriminologie an der Justus-Liebig-Universität Gießen e.V.,35394,,971495,Hessen
Dokumentationszentrum für Europäisches Anwalts- und Notarrecht,50931,,971511,Nordrhein-Westfalen
Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI),67663,01ayc5b57,971725,Rheinland-Pfalz
Institut für Korrosionsschutz Dresden GmbH,01217,05v0k1d18,971756,Sachsen
Institut für Psychobiologie und Verhaltensmedizin an der JLU Gießen e.V.,35394,,971757,Hessen
Brandenburgisches Umweltforschungszentrum e.V. (BUFZ),16827,,971761,Brandenburg
"VKTA - Strahlenschutz, Analytik und Entsorgung Rossendorf",01328,02v4gph32,971763,Sachsen
AKAD University,70191,02a8wk986,971794,Baden-Württemberg
Institut für Terrestrische und Aquatische Wildtierforschung (ITAW),30173,,971865,Niedersachsen
Raumwissenschaftliches Kompetenzzentrum Dresden,01217,,971913,Sachsen
Dendro-Institut Tharandt e.V. (DIT) an der Technischen Universität Dresden,01737,,971984,Sachsen
Institut für interdisziplinäre und angewandte Diakoniewissenschaft (IfD),40479,,971987,Nordrhein-Westfalen
Leibniz-Institut für Arbeitsforschung an der TU Dortmund (IfADo),44139,05cj29x94,972117,Nordrhein-Westfalen
Institut für Gerontologie,44339,,972120,Nordrhein-Westfalen
Universität Duisburg-Essen,47057,04mz5ra38,972220,Nordrhein-Westfalen
Institut für Arbeitsrecht und Arbeitsbeziehungen in der Europäischen Union (IAAEU),54296,00p1s4075,972244,Rheinland-Pfalz
Leibniz-Institut für Psychologie (ZPID),54296,0165gz615,972246,Rheinland-Pfalz
Mensch-Technik-Organisation-Planung (METOP) GmbH,39106,,972262,Sachsen-Anhalt
Sophie Drinker Institut,28203,,972291,Bremen
Institut für Anwaltsrecht,50931,,972346,Nordrhein-Westfalen
Institut für Energierecht,50937,,972396,Nordrhein-Westfalen
Institut für Wirtschaftspolitik an der Universität zu Köln,50969,,972404,Nordrhein-Westfalen
Hedwig Hintze-Institut Bremen (HHI),28329,,972438,Bremen
Centre for Regional and Innovation Economics (CRIE),28359,,972439,Bremen
Laserinstitut Mittelsachsen e.V.,09648,,972470,Sachsen
Bibliotheca Hertziana - Max-Planck-Institut für Kunstgeschichte,00187,04g6zen34,972480,
Universitätsklinikum Schleswig-Holstein (UKSH),24105,01tvm6f46,972643,Schleswig-Holstein
Deutsches Institut für Urbanistik gGmbH (Difu),10969,05n43x964,980454,Berlin
DECHEMA-Forschungsinstitut (DFI),60486,,980459,Hessen
Forschungsinstitut der deutschen Zementindustrie (FIZ),40476,01z3jep38,980465,Nordrhein-Westfalen
Landwirtschaftliche Untersuchungs- und Forschungsanstalt Speyer,67346,00w4csr50,980469,Rheinland-Pfalz
Thüringisches Institut für Textil- und Kunststoff-Forschung e.V.,07407,00ghc0f97,980471,Thüringen
Archivschule Marburg,35037,02tdyw459,980475,Hessen
Hochschule für Finanzen Nordrhein-Westfalen,59394,04tr4sk76,980476,Nordrhein-Westfalen
Hochschule Emden/Leer,26723,01bc76c69,980710,Niedersachsen
Bayerisches Laserzentrum (BLZ) GmbH,91052,,981047,Bayern
Max-Reger-Institut / Elsa-Reger-Stiftung,76227,,981109,Baden-Württemberg
Zentrum für angewandte Forschung und Technologie e.V. (ZAFT)   an der Hochschule für Technik und Wirtschaft Dresden,01069,,981210,Sachsen
Freie Hochschule Stuttgart - Seminar für Waldorfpädagogik,70188,,981405,Baden-Württemberg
Europäische Fachhochschule (EUFH) Rhein/Erft,50321,,981415,Nordrhein-Westfalen
Zeppelin Universität Friedrichshafen,88045,05tbp1g38,981478,Baden-Württemberg
Mediadesign Hochschule für Design und Informatik GmbH,10587,03aky0p13,981497,Berlin
Hochschule für Finanzwirtschaft und Management,53113,,981498,Nordrhein-Westfalen
SRH University of Applied Sciences Heidelberg,12059,01prjcc04,981502,Berlin
Europäische Fernhochschule Hamburg,22143,,981508,Hamburg
Institut für Angewandte Demographie (IFAD),13053,,981559,Berlin
Berliner Institut für Sozialforschung,10787,0043ncq27,981595,Berlin
Heidelberger Institut für Theoretische Studien (HITS),69118,01f7bcy98,981596,Baden-Württemberg
Institut für Marine Biotechnologie e.V. (IMaB),17489,014zc6253,981698,Mecklenburg-Vorpommern
Aedificat Institut Freiburg,79104,,981700,Baden-Württemberg
Endokrinologikum Hamburg,22767,,981747,Hamburg
Deutsches Institut für Menschenrechte,10969,,981773,Berlin
Institut für Formale Ontologie und Medizinische Informationswissenschaften,66123,,981783,Saarland
ISNM - International School of New Media gGmbH,23562,,981826,Schleswig-Holstein
CeNTech GmbH Center for Nanotechnology,48149,00wk05f95,981856,Nordrhein-Westfalen
Institut für Biodiversität - Netzwerk e.V.,93055,01n8ggb71,981870,Bayern
Thünen-Institut für Regionalentwicklung e.V.,17207,,981873,Mecklenburg-Vorpommern
Gesellschaft für Reichskammergerichtsforschung e.V.,35578,,981879,Hessen
European Astronaut Center (EAC),51147,00hdhxd58,981993,Nordrhein-Westfalen
"Universitätsklinikum Gießen und Marburg (UKGM), Standort Gießen",35392,032nzv584,9071307,Hessen
Wissenschaftlich-Technisches Zentrum für Motoren- und Maschinenforschung Roßlau gGmbH,06862,,9730279,Sachsen-Anhalt
microTEC Südwest,79110,,9741211,Baden-Württemberg
Deutsches Institut für Lebensmitteltechnik e.V.,49610,00f362y94,12714908,Niedersachsen
Institut für Kultur und Geschichte der Deutschen in Nordosteuropa e.V. (Nordost-Institut),21335,,12754879,Niedersachsen
Zentrum für Militärgeschichte und Sozialwissenschaften der Bundeswehr,14471,0061vr059,12877422,Brandenburg
gaiac Forschungsinstitut für Ökosystemanalyse und -bewertung e.V. an der RWTH Aachen,52072,,12897658,Nordrhein-Westfalen
