inst_name,plz,ror_id,dfg_inst_id,federal_state
Max-Planck-Institut für Kolloid- und Grenzflächenforschung,14476,00pwgnh47,10550,Brandenburg
Kiel Institut für Weltwirtschaft (IfW Kiel),24105,032yym934,10552,Schleswig-Holstein
Fachhochschule Südwestfalen,58636,04t5phd24,10557,Nordrhein-Westfalen
Max-Planck-Institut für Marine Mikrobiologie,28359,02385fa51,10558,Bremen
Medizinisches Laserzentrum Lübeck gGmbH,23562,02y910088,10560,Schleswig-Holstein
Max-Planck-Institut für terrestrische Mikrobiologie (MPIterMic),35043,05r7n9c40,10561,Hessen
Katholische Hochschule Nordrhein-Westfalen,50668,024nr0776,10564,Nordrhein-Westfalen
Soziologisches Forschungsinstitut (SOFI),37085,,10565,Niedersachsen
Germanisches Nationalmuseum (GNM),90402,02fv99722,10566,Bayern
Wissenschaftskolleg zu Berlin e.V.,14193,03xg85719,10567,Berlin
Sigmund-Freud-Institut - Forschungsinstitut für Psychoanalyse und ihre Anwendung,60323,05pd10v94,10568,Hessen
Leibniz-Institut für Europäische Geschichte (IEG),55116,059dyrr28,10569,Rheinland-Pfalz
Hochschule Anhalt,06366,0076zct58,10572,Sachsen-Anhalt
Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz-Gemeinschaft (HI),35037,00sngv739,10574,Hessen
Leibniz-Institut für Medienforschung - Hans-Bredow-Institut (HBI),20354,021eps607,10575,Hamburg
Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen,45897,04p7ekn23,10577,Nordrhein-Westfalen
Max-Planck-Institut für Mikrostrukturphysik,06120,0095xwr23,10579,Sachsen-Anhalt
Westsächsische Hochschule Zwickau,08056,04ms51788,10580,Sachsen
Bundesanstalt für Gewässerkunde (BfG),56068,03kdvpr29,10583,Rheinland-Pfalz
BIBA - Bremer Institut für Produktion und Logistik GmbH an der Universität Bremen,28359,,10584,Bremen
Moses Mendelssohn Zentrum für europäisch-jüdische Studien e.V. an der Universität Potsdam,14467,,10587,Brandenburg
Evangelische Hochschule Dresden,01307,02r724415,10588,Sachsen
Hochschule für Technik und Wirtschaft des Saarlandes,66117,02ge27m07,10590,Saarland
ifak - Institut für Automation und Kommunikation e.V. Magdeburg,39106,04a46sy91,10591,Sachsen-Anhalt
Max-Planck-Institut für Infektionsbiologie,10117,0046gcs23,10592,Berlin
Max-Planck-Institut für Kognitions- und Neurowissenschaften,04103,0387jng26,10593,Sachsen
Max-Planck-Institut für Wissenschaftsgeschichte (MPIWG),14195,0492sjc74,10594,Berlin
Hochschule Bremen,28199,04f7jc139,10595,Bremen
Max-Planck-Institut für molekulare Physiologie,44227,03vpj4s62,10596,Nordrhein-Westfalen
Universität Vechta,49377,045y6d111,10597,Niedersachsen
Fraunhofer-Institut für Angewandte Polymerforschung (IAP),14476,02yhs7m71,10601,Brandenburg
Forschungsinstitut für Rationalisierung (FIR) an der RWTH Aachen,52074,,10602,Nordrhein-Westfalen
Max-Planck-Institut für Geoanthropologie,07745,05mjrzy91,10603,Thüringen
Fraunhofer-Institut für Mikrotechnik und Mikrosysteme IMM,55129,00bkxry42,10604,Rheinland-Pfalz
Leibniz-Institut für Verbundwerkstoffe GmbH (IVW),67663,,10606,Rheinland-Pfalz
Hochschule Reutlingen,72762,00q644y50,10609,Baden-Württemberg
Berlin-Brandenburgische Akademie der Wissenschaften,10117,05jgq9443,10610,Berlin
Access e.V.,52072,,10613,Nordrhein-Westfalen
Leibniz-Institut für Länderkunde (IfL),04328,02wt6e634,10614,Sachsen
Technische Hochschule Wildau,15745,00k62pe27,10634,Brandenburg
Akademie der Künste,10117,02fqn3k51,10635,Berlin
Dresdner Grundwasserforschungszentrum (DGFZ) e.V.,01217,02xx9xx26,10636,Sachsen
Leibniz-Institut für Virologie (LIV),20251,02r2q1d96,10637,Hamburg
Hochschule Trier,54293,02e3hdx05,10638,Rheinland-Pfalz
Fraunhofer-Institut für Angewandte Optik und Feinmechanik (IOF),07745,02afjh072,10639,Thüringen
"Hochschule Mittweida, University of Applied Sciences",09648,024ga3r86,10640,Sachsen
Fraunhofer-Institut für Fabrikbetrieb und -automatisierung (IFF),39106,04qfaak15,10644,Sachsen-Anhalt
Fraunhofer-Institut für Bauphysik (IBP),70569,04y8p0f91,10645,Baden-Württemberg
Fraunhofer-Institut für System- und Innovationsforschung (ISI),76139,03vyq6t71,10646,Baden-Württemberg
"Fraunhofer-Institut für Kurzzeitdynamik, Ernst-Mach-Institut (EMI)",79104,00csq2k70,10647,Baden-Württemberg
Technische Hochschule Lübeck,23562,032xqbj11,10648,Schleswig-Holstein
Fraunhofer-Institut für Zuverlässigkeit und Mikrointegration (IZM),13355,031aqk326,10649,Berlin
Fraunhofer-Institut für Betriebsfestigkeit und Systemzuverlässigkeit (LBF),64289,00gt16g40,10650,Hessen
Fraunhofer-Institut für Schicht- und Oberflächentechnik (IST),38108,048vzmn57,10651,Niedersachsen
Fraunhofer-Institut für Lasertechnik (ILT),52074,03ebbfh95,10652,Nordrhein-Westfalen
Fraunhofer-Institut für Keramische Technologien und Systeme (IKTS),01277,0448sak71,10653,Sachsen
Fraunhofer-Institut für Chemische Technologie (ICT),76327,03nb1x490,10654,Baden-Württemberg
Fraunhofer-Institut für Werkstoffmechanik (IWM),79108,04hm8eb66,10655,Baden-Württemberg
Fraunhofer-Institut für Siliziumtechnologie (ISIT),25524,024p6aq98,10656,Schleswig-Holstein
Fraunhofer-Institut für Zerstörungsfreie Prüfverfahren (IZFP),66123,03wq67h32,10658,Saarland
Kirchliche Hochschule Wuppertal,42285,05n1ym881,10659,Nordrhein-Westfalen
Fraunhofer-Institut für Biomedizinische Technik (IBMT),66280,05tpsgh61,10660,Saarland
Fraunhofer-Institut für Produktionstechnologie (IPT),52074,00t0rcy29,10662,Nordrhein-Westfalen
Fraunhofer-Institut für Mikroelektronische Schaltungen und Systeme (IMS),47057,01243c877,10664,Nordrhein-Westfalen
Institut für Nichtklassische Chemie e.V. (INC),04318,,10665,Sachsen
Fraunhofer-Institut für Grenzflächen- und Bioverfahrenstechnik (IGB),70569,0131dra29,10666,Baden-Württemberg
Fraunhofer-Institut für Werkstoff- und Strahltechnik (IWS),01277,05h8wjh50,10668,Sachsen
Deutsches Orient-Institut (DOI),10117,0593dvd47,10669,Berlin
RWI - Leibniz-Institut für Wirtschaftsforschung,45128,02pse8162,10671,Nordrhein-Westfalen
Leibniz-Institut für Agrarentwicklung in Transformationsökonomien (IAMO),06120,03hkr1v69,10672,Sachsen-Anhalt
Fraunhofer-Institut für Produktionsanlagen und Konstruktionstechnik (IPK),10587,045eg9c12,10675,Berlin
Fraunhofer-Institut für Graphische Datenverarbeitung (IGD),64283,04gmsar03,10676,Hessen
Fraunhofer-Institut für Materialfluss und Logistik (IML),44227,00z7dje19,10677,Nordrhein-Westfalen
"Fraunhofer-Institut für Organische Elektronik, Elektronenstrahl- und Plasmatechnik (FEP)",01277,03vvewn46,10678,Sachsen
Fraunhofer-Institut für Photonische Mikrosysteme (IPMS),01109,020n3fw10,10679,Sachsen
Fraunhofer-Institut für Integrierte Schaltungen (IIS),91058,024ape423,10680,Bayern
Fraunhofer-Institut für Naturwissenschaftlich-Technische Trendanalysen (INT),53879,02sm4kj57,10682,Nordrhein-Westfalen
Fraunhofer-Institut für Solare Energiesysteme (ISE),79110,02kfzvh91,10683,Baden-Württemberg
Fraunhofer-Institut für Physikalische Messtechnik (IPM),79110,004n2nr09,10684,Baden-Württemberg
Fraunhofer-Institut für Experimentelles Software Engineering (IESE),67663,00r1wdc11,10685,Rheinland-Pfalz
Fraunhofer-Institut für Produktionstechnik und Automatisierung IPA,70569,01rvqha10,10689,Baden-Württemberg
Fraunhofer-Informationszentrum Raum und Bau (IRB),70569,01yrp7892,10690,Baden-Württemberg
Institut Technik-Theologie-Naturwissenschaften (TTN)  an der Ludwig-Maximilians-Universität München,80335,,10692,Bayern
Fraunhofer-Institut für Holzforschung - Wilhelm-Klauditz-Institut (WKI),38108,015cbgt79,10693,Niedersachsen
Struktur- und Werkstoffmechanikforschung Dresden GmbH an der Technischen Universität Dresden (SWM),01109,,10694,Sachsen
Max-Planck-Institut für Mathematik in den Naturwissenschaften (MIS),04103,00ez2he07,10696,Sachsen
DWI - Leibniz-Institut für Interaktive Materialien e.V.,52074,0186h8060,10700,Nordrhein-Westfalen
Leibniz-Institut für Bildungsmedien - Georg-Eckert-Institut (GEI),38118,01hnv8x68,10701,Niedersachsen
Institut für Sozialwissenschaftliche Forschung e.V. (ISF),80796,0120amd78,10702,Bayern
Institut für angewandte Innovationsforschung e.V.,44801,03557sx70,10703,Nordrhein-Westfalen
Faserinstitut Bremen e.V. (FIBRE),28195,,10706,Bremen
Deutscher Wetterdienst (DWD),63067,02nrqs528,10707,Hessen
Max-Planck-Institut für Biogeochemie (MPI-BGC),07745,051yxp643,10711,Thüringen
Zentrum für Sonnenenergie- und Wasserstoff-Forschung Baden-Württemberg (ZSW),70563,014x8q810,10712,Baden-Württemberg
"Forschungsinstitut für Arbeit, Technik und Kultur e.V. (FATK)",72076,,10715,Baden-Württemberg
EBS Universität für Wirtschaft und Recht,65375,01js9jv94,10717,Hessen
Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,38124,02tyer376,10718,Niedersachsen
Europäisches Centrum für Mechatronik (aps),52074,01y32sp40,10719,Nordrhein-Westfalen
Max-Planck-Institut für Chemische Ökologie,07745,02ks53214,10720,Thüringen
Kommission für Archäologische Landesforschung in Hessen e.V.,35037,,10723,Hessen
Ruhr-Forschungsinstitut für Innovations- und Strukturpolitik e.V. (RUFIS),44801,040t4st49,10724,Nordrhein-Westfalen
Max-Planck-Institut für Gravitationsphysik (Albert-Einstein-Institut),14476,03sry2h30,10725,Brandenburg
Max-Planck-Institut für Dynamik komplexer technischer Systeme,39106,030h7k016,10727,Sachsen-Anhalt
Max-Planck-Institut für evolutionäre Anthropologie (MPI EVA),04103,02a33b393,10731,Sachsen
Hannah-Arendt-Institut für Totalitarismusforschung  an der Technischen Universität Dresden e.V. (HAIT),01069,,10733,Sachsen
Nordwestdeutsche Forstliche Versuchsanstalt,37079,03hpxd290,10734,Niedersachsen
Deutsches Textilforschungszentrum Nord-West e.V. (DTNW),47798,003kk8e92,10735,Nordrhein-Westfalen
Institut für Dünnschichttechnologie und Mikrosensorik e.V.,14513,05k8q2h32,10736,Brandenburg
Heinrich-Barth-Institut für Archäologie & Umweltgeschichte Afrikas (e.V.)  an der Universität zu Köln,50823,,10737,Nordrhein-Westfalen
Leibniz-Institut für Neue Materialien gGmbH (INM),66123,00g656d67,10741,Saarland
Institut für Friedensforschung und Sicherheitspolitik an der Universität Hamburg (IFSH),20144,,10742,Hamburg
RIF Institut für Forschung und Transfer e.V.,44227,00dq07t65,10746,Nordrhein-Westfalen
Institut für die Geschichte der deutschen Juden (IGdJ),20144,0206aqk41,10747,Hamburg
Max-Planck-Institut für Chemische Physik fester Stoffe (MPI CPfS),01187,01c997669,10748,Sachsen
Forschungsinstitut für Bergbaufolgelandschaften (FIB) e.V.,03238,01nmh8776,10751,Brandenburg
Leibniz-Zentrum für Literatur- und Kulturforschung,10719,00bpta863,10753,Berlin
Leibniz-Zentrum Moderner Orient (ZMO),14129,03ty9wj75,10754,Berlin
Leibniz-Institut für Geschichte und Kultur des östlichen Europa (GWZO),04109,04tjfqn96,10755,Sachsen
Leibniz-Zentrum für Zeithistorische Forschung Potsdam e.V. (ZZF),14467,005xmsp39,10757,Brandenburg
Rhein-Ruhr-Institut für Sozialforschung und Politikberatung e.V. (RISP),47057,00e8ed254,10758,Nordrhein-Westfalen
Fraunhofer-Institut für Digitale Medizin (MEVIS),28359,04farme71,10762,Bremen
Max-Planck-Institut für Neurobiologie des Verhaltens - caesar,53175,05350h943,10763,Nordrhein-Westfalen
Institut für Diabetes Gerhard Katsch Karlsburg e.V.,17495,05d854h51,10764,Mecklenburg-Vorpommern
Leibniz-Institut für jüdische Geschichte und Kultur - Simon Dubnow (DI),04103,03j1wg370,10765,Sachsen
LIAG-Institut für Angewandte Geophysik,30655,05txczf44,10767,Niedersachsen
Universität Erfurt,99089,03606hw36,10768,Thüringen
"Fraunhofer-Institut für Umwelt-, Sicherheits- und Energietechnik (UMSICHT)",46047,00nj8ry09,10770,Nordrhein-Westfalen
Betriebswirtschaftliches Forschungszentrum für Fragen der mittelständischen Wirtschaft e.V. an der Universität Bayreuth (BF/M),95444,,10773,Bayern
Institut für Finanzdienstleistungen,20146,02r5q4n43,10774,Hamburg
Institut für Sächsische Geschichte und Volkskunde e.V. Dresden (ISGV),01069,023vb4t46,10778,Sachsen
Staatsinstitut für Familienforschung (ifb) an der Universität Bamberg,96047,,10779,Bayern
Deutsches Bergbau-Museum (DBM),44791,03k7cjr94,10780,Nordrhein-Westfalen
Europäisches Forum für Migrationsstudien e.V. (efms) Institut an der Otto-Friedrich-Universität Bamberg,96052,,10781,Bayern
Robert-Schumann-Hochschule Düsseldorf,40476,04e1yzk82,10784,Nordrhein-Westfalen
Berlin Institute for Co-operative Studies (BICS),10117,,10786,Berlin
Fraunhofer-Institut für Verkehrs- und Infrastruktursysteme (IVI),01069,01nqmht92,10787,Sachsen
Max-Planck-Institut zur Erforschung von Gemeinschaftsgütern,53113,02x1q2477,10788,Nordrhein-Westfalen
Max-Planck-Institut für demografische Forschung (MPIDR),18057,02jgyam08,10789,Mecklenburg-Vorpommern
Technische Hochschule Aschaffenburg,63743,04sms9203,10790,Bayern
Max-Planck-Institut für molekulare Zellbiologie und Genetik (MPI-CBG),01307,05b8d3w18,10791,Sachsen
Hochschule für Künste Bremen,28217,02fstjp34,10792,Bremen
Hochschule für Musik und Tanz Köln,50668,05256tw11,10793,Nordrhein-Westfalen
Constructor University Bremen,28759,02yrs2n53,10795,Bremen
Fraunhofer-Institut für Algorithmen und Wissenschaftliches Rechnen (SCAI),53757,00trw9c49,10796,Nordrhein-Westfalen
IMMS Institut für Mikroelektronik- und Mechatronik-Systeme gGmbH,98693,0445d9h15,10798,Thüringen
Hochschule RheinMain,65197,0378gm372,10799,Hessen
OFFIS - Institut für Informatik,26121,003sav189,10800,Niedersachsen
Staatliche Hochschule für Gestaltung Karlsruhe,76135,04vq9c111,10808,Baden-Württemberg
Leibniz-Institut für Wissensmedien (IWM),72076,03hv28176,10809,Baden-Württemberg
Augustana-Hochschule,91564,04nkken68,10810,Bayern
Leibniz-Institut für Präventionsforschung und Epidemiologie - BIPS GmbH,28359,02c22vc57,10811,Bremen
Fraunhofer-Institut für Sichere Informationstechnologie (SIT),64295,03qt2gs44,10814,Hessen
Max-Planck-Institut für ethnologische Forschung,06114,02mavc002,10816,Sachsen-Anhalt
Finanzwissenschaftliches Forschungsinstitut an der Universität zu Köln,50668,,10817,Nordrhein-Westfalen
Kommission für Geschichte des Parlamentarismus und der politischen Parteien e.V.,10117,02dv3wb67,10818,Berlin
Fraunhofer-Institut für Angewandte Informationstechnik (FIT),53757,01ak24c12,10821,Nordrhein-Westfalen
Fraunhofer-Institut für Techno- und Wirtschaftsmathematik (ITWM),67663,019hjw009,10825,Rheinland-Pfalz
Leibniz-Zentrum für Marine Tropenforschung (ZMT),28359,019w00969,10826,Bremen
Stiftung für Lasertechnologien in der Medizin und Meßtechnik an der Universität Ulm (ILM),89081,04edeq073,10827,Baden-Württemberg
Technische Hochschule Augsburg,86161,016604a03,10829,Bayern
Max-Planck-Institut für Physik (Werner-Heisenberg-Institut),85748,0079jjr10,10830,Bayern
Max-Planck-Institut für Astrophysik (MPA),85748,017qcv467,10831,Bayern
"Hochschule Harz, Hochschule für angewandte Wissenschaften",38855,048yn7628,10833,Sachsen-Anhalt
IFH Institut für Handelsforschung GmbH,50858,02w72df16,10836,Nordrhein-Westfalen
Collegium Carolinum - Forschungsinstitut für die Geschichte Tschechiens und der Slowakei,81669,02jjvb954,10837,Bayern
Evangelische Hochschule Nürnberg,90429,01tbgce33,10838,Bayern
Hohenstein Institut für Textilinnovation gGmbH,74357,042zjqf83,12897,Baden-Württemberg
FIZ Karlsruhe - Leibniz-Institut für Informationsinfrastruktur GmbH (FIZ KA),76344,0387prb75,12898,Baden-Württemberg
Alemannisches Institut Freiburg im Breisgau e.V.,79104,,12899,Baden-Württemberg
Arnold-Bergstraesser-Institut für kulturwissenschaftliche Forschung e.V. Freiburg (ABI),79110,,12900,Baden-Württemberg
Walter Eucken Institut e.V. (WEI),79100,03z1ygw19,12901,Baden-Württemberg
Forschungsstätte der Evangelischen Studiengemeinschaft e.V.  Institut für interdisziplinäre Forschung (FEST),69118,02yh57h22,12903,Baden-Württemberg
Bundesanstalt für Wasserbau (BAW),76187,03z6hnk02,12905,Baden-Württemberg
Konstanzer Arbeitskreis für Mittelalterliche Geschichte e.V.,78467,,12906,Baden-Württemberg
Deutsch-Französisches Institut (dfi),71634,,12907,Baden-Württemberg
Mathematisches Forschungsinstitut Oberwolfach gGmbH (MFO),77709,001zbj766,12909,Baden-Württemberg
Institut für Auslandsbeziehungen e.V. (ifa),70173,03v8svs38,12913,Baden-Württemberg
Europäische Südliche Sternwarte (ESO),85748,01qtasp15,12916,Bayern
Akademie der Bildenden Künste München,80799,044rf5p19,12917,Bayern
Leibniz-Institut für Ost- und Südosteuropaforschung (IOS),93047,039s64n79,12922,Bayern
Staatliche Naturwissenschaftliche Sammlungen Bayerns (SNSB),80638,05th1v540,12924,Bayern
Institut für Arbeitsmarkt- und Berufsforschung der Bundesagentur für Arbeit (BA),90478,02qcqwf93,12925,Bayern
Bundesamt für Strahlenschutz (BfS),38226,02yvd4j36,12926,Niedersachsen
Hochschule für Musik und Theater Rostock,18055,031yv7164,12928,Mecklenburg-Vorpommern
Hochschule für Musik Saar,66111,029r33q13,12929,Saarland
Hochschule für Musik Hanns Eisler Berlin,10117,00dnfj623,12930,Berlin
Institut für Ostrecht München e.V.,93047,,12931,Bayern
Alice Salomon Hochschule Berlin,12627,04b404920,12932,Berlin
Weißensee Kunsthochschule Berlin,13086,00zbhen47,12933,Berlin
Hochschule für Schauspielkunst Ernst Busch,12439,03py54049,12934,Berlin
Rheinische Fachhochschule Köln gGmbH,50676,00txhpa83,12935,Nordrhein-Westfalen
Technische Hochschule Ingolstadt,85049,02bxzcy64,12936,Bayern
Muthesius-Kunsthochschule Kiel,24103,000tpgs13,12937,Schleswig-Holstein
Länderinstitut für Bienenkunde Hohen Neuendorf e.V.,16540,01j818n92,12939,Brandenburg
Bundesinstitut für Arzneimittel und Medizinprodukte (BfArM),53175,05ex5vz81,12942,Nordrhein-Westfalen
Bundesinstitut für Berufsbildung (BIBB),53175,0420tmj11,12943,Nordrhein-Westfalen
German Institute of Development and Sustainability (IDOS),53113,01t3zke88,12946,Nordrhein-Westfalen
Hochschule für Bildende Künste Dresden,01067,04wqsqf86,12950,Sachsen
Hochschule für Musik Carl Maria von Weber Dresden,01067,01y01jq30,12951,Sachsen
Kunstakademie Düsseldorf,40213,040d40q10,12952,Nordrhein-Westfalen
Hochschule für Bildende Künste - Städelschule,60596,,12954,Hessen
Fraunhofer-Institut für Verfahrenstechnik und Verpackung (IVV),85354,02at7zv53,12955,Bayern
Theologische Fakultät Fulda,36037,04eejsy70,12956,Hessen
Burg Giebichenstein Kunsthochschule Halle,06108,05re2x545,12957,Sachsen-Anhalt
Hochschule für Bildende Künste Hamburg,22081,045gdxt02,12958,Hamburg
Hochschule für Musik und Theater Hamburg,20148,00dfbms98,12959,Hamburg
Staatliche Hochschule für Musik und Darstellende Kunst Mannheim,68161,01w09y597,12960,Baden-Württemberg
Evangelische Hochschule für Kirchenmusik,06108,,12963,Sachsen-Anhalt
"Georg-Speyer-Haus, Institut für Tumorbiologie und experimentelle Therapie",60596,04xmnzw38,12964,Hessen
Frankfurter Goethe-Haus - Freies Deutsches Hochstift,60311,0266m8d62,12965,Hessen
Deutsches Institut für Erwachsenenbildung (DIE) - Leibniz-Zentrum für Lebenslanges Lernen e.V.,53175,04565hy55,12967,Nordrhein-Westfalen
Bundesinstitut für Bevölkerungsforschung (BIB),65185,04wy4bt38,12970,Hessen
Landesamt für Denkmalpflege Hessen,65203,02k9k5a61,12973,Hessen
Forschungsstelle für Zeitgeschichte in Hamburg (FZH),20144,,12974,Hamburg
Hochschule für Musik Karlsruhe,76131,03ps48j85,12977,Baden-Württemberg
Staatliche Akademie der Bildenden Künste Karlsruhe,76133,02hdve317,12978,Baden-Württemberg
Hochschule für Kirchenmusik Dresden,01309,,12979,Sachsen
Musikhochschule Lübeck,23552,021f61w41,12981,Schleswig-Holstein
Technische Hochschule Bingen,55411,01pxkj057,12982,Rheinland-Pfalz
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,67059,042xxdh20,12983,Rheinland-Pfalz
Max-Planck-Institut für Psycholinguistik,6525,00671me87,12985,
Friedrich-Loeffler-Institut - Bundesforschungsinstitut für Tiergesundheit (FLI),17493,025fw7a54,12986,Mecklenburg-Vorpommern
Hochschule für Musik und Theater München,80333,02m7p2c22,12987,Bayern
Hochschule für Politik München (HfP),80333,,12988,Bayern
Hochschule für Fernsehen und Film München,80333,01a7snz60,12989,Bayern
Philosophisch-Theologische Hochschule Münster,48149,00717c553,12990,Nordrhein-Westfalen
ARL - Akademie für Raumentwicklung in der Leibniz-Gemeinschaft,30179,010b6ag76,12993,Niedersachsen
Bundesanstalt für Straßenwesen (BASt),51427,046nzaj59,12995,Nordrhein-Westfalen
Bundesamt für Bauwesen und Raumordnung (BBR),53179,04hqtn844,12996,Nordrhein-Westfalen
Bundesamt für Naturschutz (BfN),53179,05j8qnr48,12997,Nordrhein-Westfalen
Bundesanstalt für Arbeitsschutz und Arbeitsmedizin (BAuA),44149,01aa1sn70,12999,Nordrhein-Westfalen
Leibniz-Institut für Analytische Wissenschaften -ISAS- e.V.,44139,02jhqqg57,13000,Nordrhein-Westfalen
Nordrhein-Westfälische Akademie der Wissenschaften und der Künste,40217,,13002,Nordrhein-Westfalen
Bundesinstitut für Sportwissenschaft (BISP),53117,00ya5c561,13003,Nordrhein-Westfalen
Geologischer Dienst Nordrhein-Westfalen  Landesbetrieb,47803,04j5xmb13,13005,Nordrhein-Westfalen
Lutherische Theologische Hochschule Oberursel,61440,,13007,Hessen
Theologische Fakultät Paderborn,33098,00e8f1a50,13008,Nordrhein-Westfalen
Institut für Geschichtliche Landeskunde  an der Johannes Gutenberg-Universität Mainz e.V.,55122,,13013,Rheinland-Pfalz
Hochschule der Bildenden Künste Saar,66117,04z03cz64,13017,Saarland
Sorbisches Institut - Serbski Institut,02625,03hayrn10,13018,Sachsen
Institut für Holztechnologie Dresden gGmbH,01217,00me29179,13019,Sachsen
Kurt-Schwabe-Institut für Mess- und Sensortechnik e.V. Meinsberg (KSI),04736,05xptf671,13020,Sachsen
Biochemisches Institut für Umweltcarcinogene - Prof. Dr. Gernot Grimmer-Stiftung,22927,01pq15308,13021,Schleswig-Holstein
Kölner Hochschule für Katholische Theologie (KHKT),50668,01ej3e061,13026,Nordrhein-Westfalen
Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart,70182,057qv9h29,13027,Baden-Württemberg
Staatliche Akademie der Bildenden Künste Stuttgart,70191,00zayq578,13028,Baden-Württemberg
Textilforschungsinstitut Thüringen-Vogtland e.V.,07973,003148c04,13029,Thüringen
Institut für Bioprozess- und Analysenmesstechnik e.V.,37308,03gnnzc77,13030,Thüringen
Gesellschaft für Fertigungstechnik und Entwicklung Schmalkalden e.V.,98574,,13031,Thüringen
Staatliche Hochschule für Musik Trossingen,78647,02832sw36,13032,Baden-Württemberg
PFH Private Hochschule Göttingen,37073,01we8bn75,13033,Niedersachsen
Hochschule für Musik Würzburg,97070,05m1pqv80,13034,Bayern
Hochschule für Forstwirtschaft Rottenburg,72108,02pnhcc10,13035,Baden-Württemberg
Fachhochschule Wedel,22880,00bwfj843,13037,Schleswig-Holstein
Hochschule Bremerhaven,27568,001yqrb02,13041,Bremen
Hochschule für Angewandte Wissenschaften Hamburg,20099,00fkqwx76,13047,Hamburg
Technische Hochschule Nürnberg Georg Simon Ohm,90489,00nggaz43,13050,Bayern
Technische Hochschule Mannheim,68163,04p61dj41,13051,Baden-Württemberg
Forschungsanstalt für Waldökologie und Forstwirtschaft,67705,058phj376,13057,Rheinland-Pfalz
Hochschule Albstadt-Sigmaringen,72458,03crxcn36,13061,Baden-Württemberg
Evangelische Hochschule Berlin,14167,007bw6q41,13062,Berlin
Katholische Hochschule für Sozialwesen Berlin,10318,00996c044,13063,Berlin
ESCP Business School Berlin Campus,14059,01r8xsy94,13064,Berlin
Gustav-Siewerth-Akademie,79809,,13065,Baden-Württemberg
Hochschule Hof,95028,04q5vv384,13066,Bayern
Hochschule Biberach,88400,0004r6b85,13067,Baden-Württemberg
Hochschule Flensburg,24943,01xpfrc74,13068,Schleswig-Holstein
Evangelische Hochschule Rheinland-Westfalen-Lippe,44803,03vz3qc29,13069,Nordrhein-Westfalen
Technische Hochschule Georg Agricola,44787,033jd5r25,13070,Nordrhein-Westfalen
Frankfurt School of Finance & Management gemeinnützige GmbH,60322,05gxyna29,13071,Hessen
Evangelische Hochschule Freiburg,79114,03w3a0h43,13073,Baden-Württemberg
Hochschule Furtwangen,78120,02m11x738,13074,Baden-Württemberg
Hochschule Offenburg,77652,03zh5eq96,13075,Baden-Württemberg
"Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht",75175,00qakfc35,13076,Baden-Württemberg
Hochschule Ravensburg-Weingarten,88250,00s4rmz74,13077,Baden-Württemberg
Hochschule Fresenius,65510,03hj50651,13078,Hessen
Evangelische Hochschule Darmstadt (EHD),64293,04w23p232,13079,Hessen
Fachhochschule Erfurt,99085,01hkc4630,13081,Thüringen
Katholische Hochschule Freiburg,79104,00vd2h880,13083,Baden-Württemberg
Evangelische Hochschule für Soziale Arbeit & Diakonie,22111,04wb1en98,13084,Hamburg
SRH Hochschule Heidelberg,69123,00g07sz63,13085,Baden-Württemberg
Fachhochschule Westküste,25746,03bthq143,13086,Schleswig-Holstein
Hochschule für angewandte Wissenschaften Landshut,84036,056z5bx32,13088,Bayern
Technische Hochschule Ostwestfalen-Lippe,32756,04eka8j06,13089,Nordrhein-Westfalen
Katholische Hochschule Mainz,55122,05m0ggf57,13091,Rheinland-Pfalz
Katholische Stiftungshochschule München,81667,,13094,Bayern
Hochschule für Künste im Sozialen (HKS),28870,00xnq7h44,13096,Niedersachsen
Fachhochschule der Wirtschaft Nordrhein-Westfalen,33102,,13097,Nordrhein-Westfalen
NORDAKADEMIE Hochschule der Wirtschaft,25337,003r76697,13098,Schleswig-Holstein
Evangelische Hochschule Ludwigsburg,71638,03ccc5z68,13099,Baden-Württemberg
Hochschule für Gestaltung Schwäbisch Gmünd,73525,016zq4f37,13100,Baden-Württemberg
"Merz Akademie - Hochschule für Gestaltung, Kunst und Medien, Stuttgart",70190,,13101,Baden-Württemberg
Ostbayerische Technische Hochschule Amberg-Weiden (OTH),92224,00gm0aw40,13102,Bayern
Technische Hochschule Deggendorf,94469,02kw5st29,13103,Bayern
FOM Hochschule für Ökonomie und Management,45141,05m3vpd98,13104,Nordrhein-Westfalen
Hochschule für Kirchenmusik der Evangelischen Kirche von Westfalen,32049,,13105,Nordrhein-Westfalen
Hochschule für Kirchenmusik der Evangelischen Landeskirche in Baden,69115,,13106,Baden-Württemberg
Kunstakademie Münster / Hochschule für Bildende Künste,48149,00ztzxf77,13107,Nordrhein-Westfalen
Akademie der Bildenden Künste Nürnberg,90480,03yxw1t21,13108,Bayern
Hochschule für Gestaltung Offenbach,63065,030sdwr92,13109,Hessen
Bayerisches Zentrum für Angewandte Energieforschung e.V. (ZAE Bayern),97074,059wtn003,13111,Bayern
